"","kingdom","phylum","class","order","family","genus","species"
"2556","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron californiense"
"2558","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Pseudosperma","Pseudosperma melleum"
"2561","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","unidentified"
"2562","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Neovaginatispora","unidentified"
"2572","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella globalpina"
"2574","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Trichothecium","Trichothecium crotocinigenum"
"2583","Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeales","unidentified","unidentified","unidentified"
"2584","Fungi","Ascomycota","Leotiomycetes","Helotiales","Amicodiscaceae","unidentified","unidentified"
"2587","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","unidentified"
"2589","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium adametzii"
"2590","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyphodiscus","unidentified"
"2593","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","Archaeorhizomyces finlayi"
"2595","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius torvoides"
"2598","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe sindonia"
"2599","Fungi","Ascomycota","Leotiomycetes","Helotiales","Gelatinodiscaceae","Neobulgaria","unidentified"
"2601","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","unidentified","unidentified"
"2610","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kurtzmaniella","unidentified"
"2611","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Monascella","unidentified"
"2615","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Hoehnelomycetaceae","unidentified","unidentified"
"2619","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria citrinorubra"
"2621","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","unidentified"
"2622","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium aurantiacum"
"2638","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Myxocephala","Myxocephala albida"
"2640","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena pura"
"2645","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Anthostomelloides","Anthostomelloides leucospermi"
"2648","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Ascotricha","unidentified"
"2652","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius glaphurus"
"2662","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Amplistromataceae","unidentified","unidentified"
"2663","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","unidentified"
"2672","Fungi","Mortierellomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"2678","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","unidentified"
"2684","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","unidentified","unidentified"
"2685","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Petriella","Petriella guttulata"
"2686","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Anthostomella","unidentified"
"2690","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified","unidentified"
"2697","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Fontanospora","unidentified"
"2705","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha intacta"
"2707","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriales_fam_Incertae_sedis","Dendrophoma","unidentified"
"2714","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Paraphyton","Paraphyton cookei"
"2727","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium","Dictyosporium strelitziae"
"2733","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella bainieri"
"2742","Fungi","Ascomycota","Sordariomycetes","Cephalothecales","unidentified","unidentified","unidentified"
"2748","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe coelestium"
"2756","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Cryptosporiopsis","unidentified"
"2759","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala helvetica"
"2762","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma boreosulphurescens"
"2767","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Gongronella","Gongronella pedratalhadensis"
"2770","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces wortmannii"
"2772","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum asperulum"
"2774","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Simocybe","unidentified"
"2780","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Aaosphaeria","Aaosphaeria arxii"
"2787","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon dermatis"
"2789","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella polygonia"
"2797","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","unidentified"
"2798","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta simbalensis"
"2800","Fungi","Entorrhizomycota","Entorrhizomycetes","Entorrhizales","Entorrhizaceae","Entorrhiza","unidentified"
"2801","Fungi","Ascomycota","Dothideomycetes","Minutisphaerales","Minutisphaeraceae","Minutisphaera","unidentified"
"2808","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","Clitopilus hobsonii"
"2809","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Scopuloides","Scopuloides hydnoides"
"2812","Fungi","Chytridiomycota","Chytridiomycetes","unidentified","unidentified","unidentified","unidentified"
"2818","Fungi","Basidiomycota","Agaricomycetes","unidentified","unidentified","unidentified","unidentified"
"2819","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus arrhizus"
"2828","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","Lophiostoma scrophulariicola"
"2836","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Mycosymbioces","Mycosymbioces mycenophila"
"2838","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","Hebeloma cistophilum"
"2842","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena polygramma"
"2844","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Humicolopsis","unidentified"
"2846","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","unidentified","unidentified","unidentified"
"2848","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus","unidentified"
"2852","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita citrina"
"2857","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella basiparvispora"
"2864","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium","unidentified"
"2871","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Uzbekistanica","Uzbekistanica vitis-viniferae"
"2874","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota iberica"
"2884","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus versicolor"
"2888","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Fimicolochytrium","Fimicolochytrium jonesii"
"2889","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Cleistothelebolus","Cleistothelebolus nipigonensis"
"2890","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Drechmeria","Drechmeria zeospora"
"2892","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","unidentified"
"2896","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","Stemphylium trifolii"
"2900","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia fusispora"
"2901","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala hiberna"
"2904","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Populocrescentia","Populocrescentia forlicesenensis"
"2905","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Sirastachys","unidentified"
"2911","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor moelleri"
"2914","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified"
"2926","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactifluus","Lactifluus glaucescens"
"2927","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus eludens"
"2933","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia cunninghamii"
"2939","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pustularia","unidentified"
"2943","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Petrophila","Petrophila incerta"
"2944","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","unidentified","unidentified"
"2947","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala moniliae"
"2949","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Arachnopeziza","Arachnopeziza aurelia"
"2952","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","unidentified"
"2955","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cryptodiscus","unidentified"
"2962","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium","Byssocorticium caeruleum"
"2973","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius largus"
"2982","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","unidentified"
"2988","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylella","unidentified"
"2989","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","unidentified","unidentified"
"2990","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora","Parastagonospora novozelandica"
"2993","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma dimennae"
"2994","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Atrocalyx","Atrocalyx nordicus"
"2995","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","unidentified","unidentified"
"2998","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","unidentified"
"3001","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma fasciculare"
"3003","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Entyloma","Entyloma cosmi"
"3004","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia","Metapochonia rubescens"
"3007","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Kalmusia","Kalmusia variispora"
"3010","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Emmonsiellopsis","Emmonsiellopsis coralliformis"
"3011","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Paragibellulopsis","unidentified"
"3012","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","unidentified","unidentified","unidentified"
"3017","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Myriodontium","unidentified"
"3018","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudochaetosphaeronema","Pseudochaetosphaeronema larense"
"3019","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis geosporum"
"3020","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces ibadanensis"
"3021","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia terricola"
"3025","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema terrestris"
"3027","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","Basidiodendron walleynii"
"3031","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","Hebeloma cavipes"
"3041","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","Parmelia sulcata"
"3042","Fungi","Basidiomycota","Cystobasidiomycetes","Sakaguchiales","Sakaguchiaceae","Sakaguchia","unidentified"
"3044","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Degelia","unidentified"
"3047","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pseudolophiotremataceae","Pseudolophiotrema","Pseudolophiotrema elymicola"
"3049","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Chordomyces","Chordomyces antarcticus"
"3057","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","unidentified"
"3059","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","Niesslia indica"
"3063","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","unidentified","unidentified"
"3064","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella pleuropora"
"3066","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe occulta"
"3068","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pyrenopeziza","Pyrenopeziza caespiticia"
"3081","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizoglomus","unidentified"
"3082","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Paramicrosporidium","Paramicrosporidium saccamoebae"
"3087","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius fuscogracilescens"
"3089","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Slooffia","Slooffia cresolica"
"3091","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","unidentified","unidentified"
"3093","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora","unidentified"
"3094","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Hasegawaea","Hasegawaea japonica"
"3101","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Cunninghamella","Cunninghamella echinulata"
"3102","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron truncatum"
"3112","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Pseudosperma","Pseudosperma ponderosum"
"3116","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Hysterium","unidentified"
"3117","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","unidentified","unidentified"
"3119","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Neophaeococcomyces","unidentified"
"3121","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Gamsia","Gamsia simplex"
"3126","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus","unidentified"
"3127","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium intermedium"
"3128","Fungi","Ascomycota","Sordariomycetes","Annulatascales","Annulatascaceae","unidentified","unidentified"
"3130","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Myriodontium","Myriodontium keratinophilum"
"3136","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitocella","unidentified"
"3138","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Parasarocladium","Parasarocladium alavariense"
"3141","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","unidentified"
"3143","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Cyathicula","Cyathicula culmicola"
"3145","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Parafenestella","Parafenestella austriaca"
"3150","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Delastria","Delastria rosea"
"3152","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","Phoma aloes"
"3164","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","unidentified"
"3165","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Phaeohelotium","unidentified"
"3173","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Arrhenia","Arrhenia acerosa"
"3177","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovista","Bovista promontorii"
"3184","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","unidentified"
"3197","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Cordana","Cordana pauciseptata"
"3203","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","unidentified","unidentified","unidentified"
"3204","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","unidentified","unidentified","unidentified"
"3209","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Calycellina","unidentified"
"3210","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","Hebeloma mesophaeum"
"3212","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","unidentified","unidentified"
"3213","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius vernus"
"3217","Fungi","Basidiomycota","Classiculomycetes","Classiculales","unidentified","unidentified","unidentified"
"3221","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Tetragoniomyces","unidentified"
"3225","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","Niesslia mucida"
"3226","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","unidentified"
"3239","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","Trichophyton ajelloi"
"3241","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora quercina"
"3242","Fungi","Basidiomycota","Atractiellomycetes","unidentified","unidentified","unidentified","unidentified"
"3249","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia persica"
"3254","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Leucosphaerina","Leucosphaerina arxii"
"3259","Fungi","Monoblepharomycota","Monoblepharidomycetes","Harpochytriales","Harpochytriaceae","Harpochytrium","unidentified"
"3261","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","unidentified"
"3263","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces albobiverticillius"
"3264","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae"
"3270","Fungi","Glomeromycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"3274","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum rufescens"
"3278","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Arpinia","Arpinia luteola"
"3281","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Triangularia","Triangularia longicaudata"
"3283","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","unidentified","unidentified"
"3287","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Monoblepharidaceae","Monoblepharella","unidentified"
"3288","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis","unidentified"
"3293","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","unidentified"
"3294","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","unidentified"
"3297","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","unidentified","unidentified"
"3299","Fungi","Ascomycota","Dothideomycetes","Asterinales","unidentified","unidentified","unidentified"
"3305","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius scobinaceus"
"3306","Fungi","Ascomycota","Lecanoromycetes","unidentified","unidentified","unidentified","unidentified"
"3313","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus subnutans"
"3314","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","unidentified"
"3315","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicosporium","Helicosporium flavum"
"3321","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Dothistroma","Dothistroma pini"
"3324","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Coprinus foetidellus"
"3338","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Cryptocoryneum","unidentified"
"3339","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","unidentified","unidentified"
"3348","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","unidentified","unidentified"
"3355","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Plagiostoma","unidentified"
"3360","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaber","unidentified"
"3361","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnobolites","unidentified"
"3362","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Xerula","Xerula pudens"
"3366","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Mytilinidion","unidentified"
"3367","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius campester"
"3370","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces","Hypomyces sichuanensis"
"3372","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina rehmii"
"3373","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","unidentified"
"3375","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","unidentified","unidentified"
"3384","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Laetiporus","unidentified"
"3386","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Dactylosporaceae","Dactylospora","unidentified"
"3397","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus micaceus"
"3399","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","unidentified","unidentified"
"3401","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Hyphoderma","Hyphoderma obtusiforme"
"3404","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Triparticalcar","unidentified"
"3411","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Tubaria","Tubaria vulcanica"
"3415","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Rhynchogastrema","Rhynchogastrema nanyangensis"
"3419","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","Oliveonia pauxilla"
"3422","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium circinatum"
"3425","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia byssoides"
"3427","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema adnatum"
"3428","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Pseudoarthrographis","unidentified"
"3430","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Hysterobrevium","Hysterobrevium constrictum"
"3441","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","Nectria ramulariae"
"3449","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Discosiaceae","Discosia","unidentified"
"3453","Fungi","Chytridiomycota","GS14","unidentified","unidentified","unidentified","unidentified"
"3456","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Tricladium","Tricladium terrestre"
"3460","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Hysterium","Hysterium pulicare"
"3463","Fungi","Entorrhizomycota","Entorrhizomycetes","Entorrhizales","Entorrhizaceae","Juncorrhiza","Juncorrhiza oxycarpi"
